sekretariat@zoz.ostrowiec.pl;Szpitalny oddział ratunkowy;ŚWIĘTOKRZYSKIE;Ostrowiec Świętokrzyski;27-400;ul.Karola Szymanowskiego 11
szpital@sand.pl;Szpitalny oddział ratunkowy;ŚWIĘTOKRZYSKIE;Sandomierz;27-600;ul.dr. Zygmunta Schinzla 13
sekretariat@szpital-jedrzejow.pl;Szpitalny oddział ratunkowy;ŚWIĘTOKRZYSKIE;Jędrzejów;28-300;ul.Małogoska 25
sekretariat@szpitalstaszow.pl;Szpitalny oddział ratunkowy;ŚWIĘTOKRZYSKIE;Staszów;28-200;ul.11 Listopada 78
sekretariat@spzozchoszczno.pl;Szpitalny oddział ratunkowy;ZACHODNIOPOMORSKIE;Choszczno;73-200;ul.Niedziałkowskiego 4A
sor@zozstargard.pl;Szpitalny oddział ratunkowy;ZACHODNIOPOMORSKIE;Stargard;73-110;ul.Wojska Polskiego 27
szpital@medicam.pl;Szpitalny oddział ratunkowy;ZACHODNIOPOMORSKIE;Gryfice;72-300;ul.Niechorska 27
szpital@swk.med.pl;Szpitalny oddział ratunkowy;ZACHODNIOPOMORSKIE;Koszalin;75-581;ul.Tytusa Chałubińskiego 7
szpital@usk1.szn.pl;Szpitalny oddział ratunkowy;ZACHODNIOPOMORSKIE;Szczecin;71-252;ul.Unii Lubelskiej 1
sekretariat@szpital.szczecinek.pl;Szpitalny oddział ratunkowy;ZACHODNIOPOMORSKIE;Szczecinek;78-400;ul.Kościuszki 38
spwsz@spwsz.szczecin.pl;Szpitalny oddział ratunkowy;ZACHODNIOPOMORSKIE;Szczecin;71-455;ul.Arkońska 4
spwsz@spwsz.szczecin.pl;Szpitalny oddział ratunkowy;ZACHODNIOPOMORSKIE;Szczecin;71-455;ul.Arkońska 4
sekretariat@szpital-zakopane.pl;Szpitalny oddział ratunkowy;MAŁOPOLSKIE;Zakopane;34-500;ul.Kamieniec 10
onkologia@szpital-brzozow.pl;Szpitalny oddział ratunkowy;PODKARPACKIE;Brzozów;36-200;ul.KS. Józefa Bielawskiego 18
info@zoz-debica.pl;Szpitalny oddział ratunkowy;PODKARPACKIE;Dębica;39-200;ul.Krakowska 91
szpital@szpital.jaslo.pl;Szpitalny oddział ratunkowy;PODKARPACKIE;Jasło;38-200;ul.Lwowska 22
szpital@krosno.med.pl;Szpitalny oddział ratunkowy;PODKARPACKIE;Krosno;38-400;ul.Korczyńska 57
sor@spzozlesko.pl;Szpitalny oddział ratunkowy;PODKARPACKIE;Lesko;38-600;ul.Kazimierza Wielkiego 4
spzoz.lezajsk@pro.onet.pl;Szpitalny oddział ratunkowy;PODKARPACKIE;Leżajsk;37-300;ul.Leśna 22
sekretariat@szpital.lubaczowski.com;Szpitalny oddział ratunkowy;PODKARPACKIE;Lubaczów;37-600;ul.Adama Mickiewicza 168
sor@szpital.mielec.pl;Szpitalny oddział ratunkowy;PODKARPACKIE;Mielec;39-300;ul.Żeromskiego 22
sekretariat@wszp.pl;Szpitalny oddział ratunkowy;PODKARPACKIE;Przemyśl;37-700;ul.Monte Cassino 18
sekretariat@szpital2.rzeszow.pl;Szpitalny oddział ratunkowy;PODKARPACKIE;Rzeszów;35-301;ul.Lwowska 60
szpital@zozsanok.pl;Szpitalny oddział ratunkowy;PODKARPACKIE;Sanok;38-500;ul.800-lecia 26
sor@szpitaltbg.pl;Szpitalny oddział ratunkowy;PODKARPACKIE;Tarnobrzeg;39-400;ul.Szpitalna 1
sekretariat@zozwloszczowa.pl;Szpitalny oddział ratunkowy;ŚWIĘTOKRZYSKIE;Włoszczowa;29-100;ul.Żeromskiego 28
sekretariat@szpitalwrzesnia.home.pl;Szpitalny oddział ratunkowy;WIELKOPOLSKIE;Września;62-300;ul.Słowackiego 2
sekretariat@szpitalboleslawiec.pl;Szpitalny oddział ratunkowy;DOLNOŚLĄSKIE;Bolesławiec;59-700;ul.Jeleniogórska 4
sekretariat@szpital.glogow.pl;Szpitalny oddział ratunkowy;DOLNOŚLĄSKIE;Głogów;67-200;ul.Tadeusza Kościuszki 15
poczta@spzoz.jgora.pl;Szpitalny oddział ratunkowy;DOLNOŚLĄSKIE;Jelenia Góra;58-506;ul.Michała Kleofasa Ogińskiego 6
sekretariat@scm.pl;Szpitalny oddział ratunkowy;DOLNOŚLĄSKIE;Polanica-Zdrój;57-320;ul.Jana Pawła II 2
sekretariat@szpital.legnica.pl;Szpitalny oddział ratunkowy;DOLNOŚLĄSKIE;Legnica;59-220;ul.Jarosława Iwaszkiewicza 5
sekretariat@zozolawa.wroc.pl;Szpitalny oddział ratunkowy;DOLNOŚLĄSKIE;Oława;55-200;ul.Krzysztofa Kamila Baczyńskiego 1
sekretariat@szpital.swidnica.pl;Szpitalny oddział ratunkowy;DOLNOŚLĄSKIE;Świdnica;58-100;ul.Leśna 27-29
sekretariat@szpital-trzebnica.pl;Szpitalny oddział ratunkowy;DOLNOŚLĄSKIE;Trzebnica;55-100;ul.Prusicka 53-55
sekretariat@usk.wroc.pl;Szpitalny oddział ratunkowy;DOLNOŚLĄSKIE;Wrocław;50-556;ul.Borowska 213
sekretariat@szpital-marciniak.wroclaw.pl;Szpitalny oddział ratunkowy;DOLNOŚLĄSKIE;Wrocław;54-049;ul.gen. Augusta Emila Fieldorfa 2
szpital@4wsk.pl;Szpitalny oddział ratunkowy;DOLNOŚLĄSKIE;Wrocław;50-981;ul.Rudolfa Weigla 5
sekretariat@wssk.wroc.pl;Szpitalny oddział ratunkowy;DOLNOŚLĄSKIE;Wrocław;51-124;ul.Henryka Michała Kamieńskiego 73 A
szpitalsokolowski@zdrowie.walbrzych.pl;Szpitalny oddział ratunkowy;DOLNOŚLĄSKIE;Wałbrzych;58-309;ul.Alfreda Sokołowskiego 4
sekretariat@spzoz.zgorzelec.pl;Szpitalny oddział ratunkowy;DOLNOŚLĄSKIE;Zgorzelec;59-900;ul.Lubańska 11-12
sekretariat-rczlubin@emc-sa.pl;Szpitalny oddział ratunkowy;DOLNOŚLĄSKIE;Lubin;59-300;ul.Gen. Józefa Bema 5-6
sor@szpital-stw.com;Szpitalny oddział ratunkowy;PODKARPACKIE;Stalowa Wola;37-450;ul.Staszica 4
info@uck.gda.pl;Szpitalny oddział ratunkowy;POMORSKIE;Gdańsk;80-952;ul.Dębinki 7
sekretariat@szpital.slupsk.pl;Szpitalny oddział ratunkowy;POMORSKIE;Słupsk;76-200;ul.Hubalczyków 1
sekretariat@szpital.chojnice.pl;Szpitalny oddział ratunkowy;POMORSKIE;Chojnice;89-600;ul.Leśna 10
sekretariat.kopernik@copernicus.gda.pl;Szpitalny oddział ratunkowy;POMORSKIE;Gdańsk;80-803;ul.Nowe Ogrody 1-6
sekretariat.kopernik@copernicus.gda.pl;Szpitalny oddział ratunkowy;POMORSKIE;Gdańsk;80-803;ul.Nowe Ogrody 1-6
sekretariat@szpital-lebork.com.pl;Szpitalny oddział ratunkowy;POMORSKIE;Lębork;84-300;ul.Juliana Węgrzynowicza 13
sekretariat@szpitalepomorskie.eu;Szpitalny oddział ratunkowy;POMORSKIE;Gdynia;81-519;ul.Powstania Styczniowego 1
sekretariat@szpitalepomorskie.eu;Szpitalny oddział ratunkowy;POMORSKIE;Gdynia;81-519;ul.Powstania Styczniowego 1
kwidzyn@emc-sa.pl;Szpitalny oddział ratunkowy;POMORSKIE;Kwidzyn;82-500;ul.gen. Józefa Hallera 31
sekretariat@pcz.net.pl;Szpitalny oddział ratunkowy;POMORSKIE;Kartuzy;83-300;ul.Floriana Ceynowy 7
sekretariat@szpital-starogard.pl;Szpitalny oddział ratunkowy;POMORSKIE;Starogard Gdański;83-200;ul.dr. Józefa Balewskiego 1
sekretariat@szpital.koscierzyna.pl;Szpitalny oddział ratunkowy;POMORSKIE;Kościerzyna;83-400;ul.Alojzego Piechowskiego 36
sekretariat@ahop.pl;Szpitalny oddział ratunkowy;ŚLĄSKIE;Ustroń;43-450;ul.Sanatoryjna 1
administracja@szpital-bochnia.pl;Szpitalny oddział ratunkowy;MAŁOPOLSKIE;Bochnia;32-700;ul.Krakowska 31
szpital@spzoz-brzesko.pl;Szpitalny oddział ratunkowy;MAŁOPOLSKIE;Brzesko;32-800;ul.Tadeusza Kościuszki 68
sekretariat@szpital-chrzanow.pl;Szpitalny oddział ratunkowy;MAŁOPOLSKIE;Chrzanów;32-500;ul.Topolowa 16
szpital@5wszk.com.pl;Szpitalny oddział ratunkowy;MAŁOPOLSKIE;Kraków;30-901;ul.Wrocławska 1-3
sor@zeromski-szpital.pl;Szpitalny oddział ratunkowy;MAŁOPOLSKIE;Kraków;31-913;os.Osiedle Na Skarpie 66
sor@narutowicz.krakow.pl;Szpitalny oddział ratunkowy;MAŁOPOLSKIE;Kraków;31-202;ul.Prądnicka 35-37
rydygier@rydygierkrakow.pl;Szpitalny oddział ratunkowy;MAŁOPOLSKIE;Kraków;31-826;os.Osiedle Złotej Jesieni 1
szpitallimanowa@szpitallimanowa.pl;Szpitalny oddział ratunkowy;MAŁOPOLSKIE;Limanowa;34-600;ul.Józefa Piłsudskiego 61
sekretariat@szpital.miechow.pl;Szpitalny oddział ratunkowy;MAŁOPOLSKIE;Miechów;32-200;ul.Szpitalna 3
spzoz@szpitalmyslenice.pl;Szpitalny oddział ratunkowy;MAŁOPOLSKIE;Myślenice;32-400;ul.Szpitalna 2
sorns@szpital.nazwa.pl;Szpitalny oddział ratunkowy;MAŁOPOLSKIE;Nowy Sącz;33-300;ul.Młyńska 10
sor@pszs.eu;Szpitalny oddział ratunkowy;MAŁOPOLSKIE;Nowy Targ;34-400;ul.Szpitalna 14
sekretariat.olkusz@nowyszpital.pl;Szpitalny oddział ratunkowy;MAŁOPOLSKIE;Olkusz;32-300;al.1000-lecia 13
dyrekcja@szpitaloswiecim.pl;Szpitalny oddział ratunkowy;MAŁOPOLSKIE;Oświęcim;32-600;ul.Wysokie Brzegi 4
sekretariat@zozsuchabeskidzka.pl;Szpitalny oddział ratunkowy;MAŁOPOLSKIE;Sucha Beskidzka;34-200;ul.Szpitalna 22
hospital@lukasz.med.pl;Szpitalny oddział ratunkowy;MAŁOPOLSKIE;Tarnów;33-100;ul.Lwowska 178A
sekretariat@zzozwadowice.pl;Szpitalny oddział ratunkowy;MAŁOPOLSKIE;Wadowice;34-100;ul.Karmelicka 5
sekretariat@usdk.pl;Szpitalny oddział ratunkowy dla dzieci;MAŁOPOLSKIE;Kraków;30-663;ul.Wielicka 265
sor@szpital.gorlice.pl;Szpitalny oddział ratunkowy;MAŁOPOLSKIE;Gorlice;38-300;ul.Węgierska 21
jonscher@jonscher.pl;Szpitalny oddział ratunkowy;ŁÓDZKIE;Łódź;93-113;ul.Milionowa 14
szpital@kopernik.lodz.pl;Szpitalny oddział ratunkowy;ŁÓDZKIE;Łódź;93-513;ul.Pabianicka 62
poczta@csk.umed.pl;Szpitalny oddział ratunkowy dla dzieci;ŁÓDZKIE;Łódź;92-213;ul.Pomorska 251
sor@szpital-belchatow.pl;Szpitalny oddział ratunkowy;ŁÓDZKIE;Bełchatów;97-400;ul.Czapliniecka 123
kmr@jurasza.pl;Szpitalny oddział ratunkowy;KUJAWSKO-POMORSKIE;Bydgoszcz;85-094;ul.Marii Curie Skłodowskiej 9
sekretariat@wss5.pl;Szpitalny oddział ratunkowy;ŚLĄSKIE;Sosnowiec;41-200;pl.Medyków 1
szpital@hospital.com.pl;Szpitalny oddział ratunkowy;ŚLĄSKIE;Bielsko-Biała;43-316;al.Aleja Armii Krajowej 101
sekretariat@szpitalslaski.pl;Szpitalny oddział ratunkowy;ŚLĄSKIE;Cieszyn;43-400;ul.Bielska 4
sor@zoz-zdroje.pl;Szpitalny oddział ratunkowy dla dzieci;ZACHODNIOPOMORSKIE;Szczecin;70-780;ul.Mączna 4
sekretariat@szpitalparkitka.com.pl;Szpitalny oddział ratunkowy;ŚLĄSKIE;Częstochowa;42-200;ul.Bialska 104/118
sekretariat@zsm.czest.pl;Szpitalny oddział ratunkowy;ŚLĄSKIE;Częstochowa;42-200;ul.Mirowska 15
szpital@zco-dg.pl;Szpitalny oddział ratunkowy;ŚLĄSKIE;Dąbrowa Górnicza;41-300;ul.Szpitalna 13
sekretariat@zsm.com.pl;Szpitalny oddział ratunkowy dla dzieci;ŚLĄSKIE;Chorzów;41-500;ul.Strzelców Bytomskich 11
sekretariat@szpital.jaworzno.pl;Szpitalny oddział ratunkowy;ŚLĄSKIE;Jaworzno;43-600;ul.Józefa Chełmońskiego 28
sekretariat@gczd.katowice.pl;Szpitalny oddział ratunkowy dla dzieci;ŚLĄSKIE;Katowice;40-752;ul.Medyków 16
sekretariat@szpital.rybnik.pl;Szpitalny oddział ratunkowy;ŚLĄSKIE;Rybnik;44-200;ul.Energetyków 46
szpital@wspsa.pl;Szpitalny oddział ratunkowy;ŚLĄSKIE;Tarnowskie Góry;42-612;ul.Pyskowicka 47-51
sekretariat@szpitalzawiercie.pl;Szpitalny oddział ratunkowy;ŚLĄSKIE;Zawiercie;42-400;ul.Miodowa 14
swiebodzin@nowyszpital.pl;Szpitalny oddział ratunkowy;LUBUSKIE;Świebodzin;66-200;ul.Młyńska 6
sor@szpitalmiedzyrzecz.pl;Szpitalny oddział ratunkowy;LUBUSKIE;Międzyrzecz;66-300;ul.Konstytucji 3 Maja 35
ls@szpitalslubice.pl;Szpitalny oddział ratunkowy;LUBUSKIE;Słubice;69-100;ul.Nadodrzańska 6
sekretariat@szpital.gorzow.pl;Szpitalny oddział ratunkowy;LUBUSKIE;Gorzów Wielkopolski;66-400;ul.Jana Dekerta 1
sek.sor@szpital-nowasol.pl;Szpitalny oddział ratunkowy;LUBUSKIE;Nowa Sól;67-100;ul.Chałubińskiego 7
I21@szpital.zgora;Szpitalny oddział ratunkowy;LUBUSKIE;Zielona Góra;65-046;ul.Zyty 26
sor@105szpital.pl;Szpitalny oddział ratunkowy;LUBUSKIE;Żary;68-200;ul.Domańskiego 2
sekretariat@szpitalciechanow.com.pl;Szpitalny oddział ratunkowy;MAZOWIECKIE;Ciechanów;06-400;ul.Powstańców Wielkopolskich 2
sekretariat@spzozgarwolin.pl;Szpitalny oddział ratunkowy;MAZOWIECKIE;Garwolin;08-400;ul.Lubelska 50
sekretariat@szpitalzachodni.pl;Szpitalny oddział ratunkowy;MAZOWIECKIE;Grodzisk Mazowiecki;05-825;ul.Daleka 11
sekretariat@szpitalkozienice.pl;Szpitalny oddział ratunkowy;MAZOWIECKIE;Kozienice;26-900;ul.Al. Władysława Sikorskiego 10
szpital@szpital-makow.pl;Szpitalny oddział ratunkowy;MAZOWIECKIE;Maków Mazowiecki;06-200;ul.Wincentego Witosa 2
spzozmm@spzozmm.pl;Szpitalny oddział ratunkowy;MAZOWIECKIE;Mińsk Mazowiecki;05-300;ul.Szpitalna 37
sekretariat@szpitalmlawa.pl;Szpitalny oddział ratunkowy;MAZOWIECKIE;Mława;06-500;ul.Anny Dobrskiej 1
sekretariat@ncm.med.pl;Szpitalny oddział ratunkowy;MAZOWIECKIE;Nowy Dwór Mazowiecki;05-100;ul.Miodowa 2
szpitalo@szpital.ostroleka.pl;Szpitalny oddział ratunkowy;MAZOWIECKIE;Ostrołęka;07-410;al.Aleja Jana Pawła II 120A
sekretariat@szpitalostrowmaz.pl;Szpitalny oddział ratunkowy;MAZOWIECKIE;Ostrów Mazowiecka;07-300;ul.Stanisława Duboisa 68        
sekretariat@wszplock.pl;Szpitalny oddział ratunkowy;MAZOWIECKIE;Płock;09-400;ul.Medyczna 19
sekretariat@szpitalplonsk.pl;Szpitalny oddział ratunkowy;MAZOWIECKIE;Płońsk;09-100;ul.Henryka Sienkiewicza 7
sekretariat@szpitalprzasnysz.pl;Szpitalny oddział ratunkowy;MAZOWIECKIE;Przasnysz;06-300;ul.Sadowa 9
szpital@wss.com.pl;Szpitalny oddział ratunkowy;MAZOWIECKIE;Radom;26-617;ul.Juliana Aleksandrowicza 5
sekretariat@rszs.regiony.pl;Szpitalny oddział ratunkowy;MAZOWIECKIE;Radom;26-610;ul.Lekarska 4
kontakt@szpital.siedlce.pl;Szpitalny oddział ratunkowy;MAZOWIECKIE;Siedlce;08-110;ul.Księcia Józefa Poniatowskiego 26
kancelaria@szpitalsochaczew.pl;Szpitalny oddział ratunkowy;MAZOWIECKIE;Sochaczew;96-500;ul.Batalionów Chłopskich 3/7
dyrekcja@cskmswia.pl;Szpitalny oddział ratunkowy;MAZOWIECKIE;Warszawa;02-507;ul.Wołoska 137
sekretariat@brodnowski.pl;Szpitalny oddział ratunkowy;MAZOWIECKIE;Warszawa;03-242;ul.Ludwika Kondratowicza 8
szpital@nieklanska.pl;Szpitalny oddział ratunkowy dla dzieci;MAZOWIECKIE;Warszawa;03-924;ul.Niekłańska 4/24
dn@bielanski.med.pl;Szpitalny oddział ratunkowy;MAZOWIECKIE;Warszawa;01-809;ul.Cegłowska 80
sekretariat@szpitalczerniakowski.waw.pl;Szpitalny oddział ratunkowy;MAZOWIECKIE;Warszawa;00-739;ul.Stępińska 19/25
sekretariat@szpitalpraski.pl;Szpitalny oddział ratunkowy;MAZOWIECKIE;Warszawa;03-401;"al.Aleja Solidarności"""" 67"
kancelaria@wolski.med.pl;Szpitalny oddział ratunkowy;MAZOWIECKIE;Warszawa;01-211;ul.Marcina Kasprzaka 17
dyrekcja@wim.mil.pl;Szpitalny oddział ratunkowy;MAZOWIECKIE;Warszawa;04-141;ul.Szaserów 128
sekretariat@szpitalwolomin.pl;Szpitalny oddział ratunkowy;MAZOWIECKIE;Wołomin;05-200;ul.Gdyńska 1/3
kancelaria@szpitalwyszkow.pl;Szpitalny oddział ratunkowy;MAZOWIECKIE;Wyszków;07-200;ul.Komisji Edukacji Narodowej 1
sekretariat@szpital-brzeziny.pl;Szpitalny oddział ratunkowy;ŁÓDZKIE;Brzeziny;95-060;ul.Marii Skłodowskiej-Curie 6
sekretariat@szpitalopoczno.pl;Szpitalny oddział ratunkowy;ŁÓDZKIE;Opoczno;26-300;ul.Partyzantów 30
sekretariat@szpital-piotrkow.pl;Szpitalny oddział ratunkowy;ŁÓDZKIE;Piotrków Trybunalski;97-300;ul.Rakowska 15
pcmnzoz@pcmnzoz.pl;Szpitalny oddział ratunkowy;ŁÓDZKIE;Pabianice;95-200;ul.Jana Pawła II 68
sekretariat@nzozpcz.pl;Szpitalny oddział ratunkowy;ŁÓDZKIE;Poddębice;99-200;ul.Mickiewicza 16
metorg@szpital.biz.pl;Szpitalny oddział ratunkowy;ŁÓDZKIE;Radomsko;97-500;ul.Jagiellońska 36
sekretariat@szpitalsieradz.pl;Szpitalny oddział ratunkowy;ŁÓDZKIE;Sieradz;98-200;ul.Armii Krajowej 7
wsz.skier@lodzkie.pl;Szpitalny oddział ratunkowy;ŁÓDZKIE;Skierniewice;96-100;ul.dr. Stanisława Rybickiego 1
sekretariat@tcz.com.pl;Szpitalny oddział ratunkowy;ŁÓDZKIE;Tomaszów Mazowiecki;97-200;ul.Jana Pawła II 35
sor-wielun@szpital-wielun.pl;Szpitalny oddział ratunkowy;ŁÓDZKIE;Wieluń;98-300;ul.Szpitalna 16
szpital@wss.zgierz.pl;Szpitalny oddział ratunkowy;ŁÓDZKIE;Zgierz;95-100;ul.Parzęczewska 35
zozleczyca@zozleczyca.pl;Szpitalny oddział ratunkowy;ŁÓDZKIE;Łęczyca;99-100;ul.Zachodnia 6
nzoz.kss@szpital.kutno.pl;Szpitalny oddział ratunkowy;ŁÓDZKIE;Kutno;99-300;ul.Kościuszki 52
kancelaria@barlicki.pl;Szpitalny oddział ratunkowy;ŁÓDZKIE;Łódź;90-153;ul.dr. Stefana Kopcińskiego 22
sekretariat@comjar.pl;Szpitalny oddział ratunkowy;PODKARPACKIE;Jarosław;37-500;ul.3-go Maja 70
sekretariat@szpitalbp.pl;Szpitalny oddział ratunkowy;LUBELSKIE;Biała Podlaska;21-500;ul.Terebelska 57-65
szpital@szpitalchelm.pl;Szpitalny oddział ratunkowy;LUBELSKIE;Chełm;22-100;ul.Ceramiczna 1
sor@szpitaljanowlubelski.pl;Szpitalny oddział ratunkowy;LUBELSKIE;Janów Lubelski;23-300;ul.Jana Zamoyskiego 149
sekretariat@spzozkrasnystaw.pl;Szpitalny oddział ratunkowy;LUBELSKIE;Krasnystaw;22-300;ul.Sobieskiego 4
poczta@spzoz.krasnik.pl;Szpitalny oddział ratunkowy;LUBELSKIE;Kraśnik;23-200;ul.Fryderyka Chopina 13
sekretariat@uszd.lublin.pl;Szpitalny oddział ratunkowy dla dzieci;LUBELSKIE;Lublin;20-093;ul.Prof. Antoniego Gębali 6
